ID,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60,s61,s62,s63,s64,s65,s66,s67,s68,s69,s70,s71,s72,s73,s74,s75,s76,s77,s78,s79,s80,s81,s82,s83,s84,s85,s86,s87,s88,s89,s90,s91,s92,s93,s94,s95,s96,s97,s98,s99,s100,s101,s102,s103,s104,s105,s106,s107,s108,s109,s110,s111,s112,s113,s114,s115,s116,s117,s118,s119,s120,s121,s122,s123,s124,s125,s126,s127,s128,s129,s130,s131,s132,s133,s134,s135,s136,s137,s138,s139,s140,s141,s142,s143,s144,s145,s146,s147,s148,s149,s150,s151,s152,s153,s154,s155,s156,s157,s158,s159,s160,s161,s162,s163,s164,s165,s166,s167,s168,s169,s170,s171,s172,s173,s174
OTU150,0.4174,,0.3613,,0.228,0.5116,0.27593,,,,0.3197,0.1175,0.271,0.38,,,0.7917,0.65223,,0.62,,,0.4967,0.2,0.55,,0.79,,0.567,0.5363,0.294,,0.4292,,0.165,,,0.385,0.1424,0.2333,0.646,0.32429,,,,,,0.3685,,0.7637,0.462,0.632,0.175,,0.38,0.584,,,0.6589,0.968,0.1665,0.26589,0.421,0.12221,,,,0.3597,0.1333,,0.1156,0.778,0.569,0.874,,,,0.446,,0.46483,,0.359,0.7111,,0.287,0.857,0.223,,0.7449,0.2828,0.7524,,0.22994,0.7563,0.3315,,,,0.35261,,,,0.119,,,,0.14458,0.66,0.2821,0.8675,2.25276,,0.618,,0.83,0.635,0.18914,0.2395,,0.12548,0.2948,,0.59,,,,0.314,,,0.271,,0.575,,,0.7615,0.962,,,0.1887,0.22972,1.1271,0.279,0.1415,,,,0.15813,0.1972,0.244,,0.589,,,0.416,,0.3339,0.968,0.397,,,,,0.1564,0.31822,,0.2745,,0.844,,0.2333,,,0.1813,0.5212
OTU151,0.1558,0.23,,,0.5123,,0.1435,,,,,,,,,,,0.449,,,,,0.8,,,,,,,,,,0.749,,,0.3756,,,,0.574,0.287,,,,,,,0.1621,0.3419,0.635,,0.346,0.99,0.28,0.115,0.133,,,,,,,,,,,,,,0.823,,0.1116,,,,,,,,0.4783,0.344,,0.1643,,,0.165,,,,,,,0.1769,0.2297,0.442,,,,,,0.1853,,,,,,,,0.346,,,,0.49,,,,0.1392,,,0.3273,,0.453,,,,,,,,,,,,,,,,,,,,,,,,0.157,0.2389,,,,,,0.11157,0.515,,,0.569,,,,,,0.1592,,,,0.2357,0.29,0.81,,,,,
OTU152,,,,,,,,0.678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.265,,,,,,,,,,,,,,,,0.512,,,,0.1491,,,,,,,,0.116,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.292,,,,,,,,,,,,,,,,,,,,,,0.568,,0.186,,,,,,,,,,,,,,,,,,,,,,0.197,0.777,,,,0.67,,,,,,,,,
OTU153,0.5267,0.5576,0.157,0.716,0.3275,0.7447,,0.1235,0.26177,5.44777,0.4554,,0.1443,0.614,0.8755,3.5656,0.29339,0.14,,0.791,0.25235,0.3251,0.11719,0.442,,0.365,0.2919,0.18971,0.583,0.88,0.594,0.56,0.2644,0.1282,0.24642,0.7156,0.65288,0.6571,,0.3887,0.2582,,,0.25382,0.66,0.426,,0.291,0.787,0.546,,,0.983,0.9675,0.13144,0.696,0.37495,0.168,0.657,0.139,0.2615,0.41959,0.382,0.272,0.436,0.19375,0.171,0.9319,,0.251,0.1629,0.6499,0.6385,0.145,0.6137,0.83,0.34735,0.1912,0.123,0.213,0.861,0.1978,0.122,2.8576,0.19139,0.979,0.2347,0.19244,0.9189,0.88,0.3748,0.2266,0.155,0.44236,0.692,0.8644,0.19692,0.4798,0.7988,0.753,0.659,0.61321,0.13475,0.856,0.7775,0.15484,0.2625,0.12299,0.1771,0.631,0.5656,,0.1359,0.85726,0.29635,0.316,0.148,0.353,0.5812,0.2997,0.1141,0.4555,0.4981,0.2457,0.21128,0.3937,0.158,0.2415,0.3497,0.671,0.5178,0.325,0.1961,0.3295,1.2244,1.15399,0.5879,0.16375,0.3741,0.6635,0.3658,0.268,0.1645,0.5988,,,,0.27823,0.14295,0.719,0.1487,,0.9763,0.1166,0.92,0.2539,0.3478,0.1773,,0.38162,0.1732,0.2896,0.515,0.7789,,0.8871,0.735,0.4852,0.3219,0.6228,0.8628,0.31194,0.245,0.44331
OTU154,0.3375,0.5494,,0.4666,0.1418,0.6814,0.6186,,,0.362,,,,,,,,0.252,,0.296,0.5255,0.487,0.8877,0.531,,0.257,,,0.1315,0.1589,0.353,0.165,0.228,,0.127,0.213,0.621,0.62,0.547,0.49,0.95,0.181,,,0.489,0.1172,,0.3333,0.1945,0.1924,0.558,0.469,0.97,0.2838,0.33,,0.3632,,,,,0.2414,0.18,2.4314,0.1537,,,0.368,,0.628,,0.11,0.135,,0.28,,,0.14958,0.2,0.1132,0.543,0.295,0.749,,0.1167,0.124,,0.25,0.771,,0.2196,,0.83,0.3121,0.3964,0.2,,,,,0.7294,0.134,,0.6422,,,0.848,0.546,0.211,0.41,,,0.2931,,,0.1361,0.11584,,0.3943,0.67,0.932,0.4543,,0.122,,,0.446,0.1715,0.5464,0.59,,0.97,,,,0.52,0.16634,,,0.5661,0.6329,0.879,0.274,,,,0.2479,0.511,0.377,,0.99,,0.1782,0.727,0.514,0.228,0.7629,,0.1698,0.614,0.734,0.249,,0.1783,,,,,0.11,0.29,0.49,,,0.2948
OTU155,,,,,,,,,0.5257,,,,,,0.5637,,,,,,,0.853,,,,,0.42851,,0.378,0.3928,,,,0.4872,,,,,,,,,,0.595,0.2321,0.3722,,0.3488,,,,,,0.1547,,0.5981,1.6821,0.46681,,,,0.89232,,,0.1234,0.73229,,,1.62595,,,,0.57126,,,,0.649,,0.57591,0.1298,,,,0.2116,,,,,,,,,,,0.15135,0.211,,0.12339,,0.2343,,0.28254,0.8259,,0.7224,,,,,,0.1534,,,0.8155,,,,,,,,,0.7426,0.981,,2.2493,,,,0.24976,0.23469,,,,0.8274,,2.2943,,,,,,,,,2.795,,,,0.5499,,,,,,,,0.56,,,0.14689,,0.8127,,,0.8118,,,,,,0.487,,
OTU156,,,,0.497,,,0.45,0.7279,0.1622,0.246,,,0.431,,,0.376,,,,,,,0.186,,,,,,,,,,,,,0.493,,,,,,,,,,0.327,,0.989,0.115,,,,,,,,0.15,,,,,0.3482,,0.162,,0.243,,,,,0.624,,,0.352,,,,,,,,,,,0.761,,0.1115,0.169,0.51,,,,,,,,,,0.14,,0.1335,,,,,,,0.97,,,,,,0.11265,,,,,0.37,0.38,,,,,,,,0.189,,,,,,,,0.14995,,,,,,,0.11,,0.263,,0.457,,0.117,,,,,0.166,,,0.146,,0.335,0.45,0.84,,,,0.3358,,,,,,,0.438,,0.1464
OTU157,0.528,0.84183,0.1187,0.16374,0.31692,2.352,0.141,,0.19977,0.57682,1.26735,,,0.236,,,0.33338,0.424,,0.1113,0.75829,0.16222,,0.16917,0.346,0.2511,,,,4.371,2.959,0.36557,0.41758,0.1877,0.5917,,0.17327,0.842,0.5434,0.6253,0.682,,,4.9942,,0.15518,,0.26196,0.24623,0.7765,0.3961,,0.78335,,0.318,0.233,0.66338,0.2555,0.8818,0.17565,,,0.2888,0.25432,0.9178,,3.71948,1.937,1.1,0.2188,,0.971,0.9821,,0.14862,,,1.17777,0.5641,0.1341,1.7782,0.6384,,,,0.1831,,,0.2419,0.8783,,3.9247,0.26285,0.76856,0.1565,0.7395,,,0.1885,0.28,,0.422,0.2887,0.18188,0.28785,1.721,0.789,0.839,,0.3412,0.1945,,3.8179,,0.78954,0.39284,1.98119,0.6564,0.15936,0.51863,0.29273,0.93895,,0.44,0.3432,0.21995,0.79315,0.895,0.1172,2.7728,0.6586,0.1755,0.234,0.312,,,1.28392,0.14789,0.31262,0.7172,0.98678,0.32591,,,,1.8192,0.4931,,0.26975,0.36,,,0.1482,,0.39769,0.2417,0.6829,,0.86862,,,1.43599,7.28636,0.66969,,0.12439,0.6226,,1.94349,0.1437,0.186,,0.3165,0.1492
OTU158,,0.85477,0.8277,,0.15179,0.25514,,3.52519,,11.8915,0.79388,2.81714,,0.15945,0.3219,0.82,4.5919,0.685,1.28828,0.52616,0.22171,,6.6135,2.69228,0.32,,23.58243,7.3584,,,,0.9845,4.2438,0.24111,1.14898,,0.3549,0.1156,0.37482,0.2477,,,,,0.265,2.55193,3.59596,6.48977,2.49716,0.17629,0.1245,,1.86715,6.2751,,3.96567,3.79561,0.34395,0.19,0.15644,1.26437,4.18865,2.6486,,0.32265,,2.3934,,6.27475,0.2889,3.17426,3.58135,2.1376,2.9472,1.8284,,,0.36,0.8963,1.75753,0.56732,0.33478,,0.5571,,0.35446,0.198,,0.39345,0.16734,0.83758,0.1351,0.6758,0.7995,0.3823,2.27842,7.893,0.8672,0.15134,3.9728,,,3.38849,2.49823,,2.36545,0.283,,3.2938,2.51981,8.9644,,,,,1.71148,,0.346,2.26142,0.66686,0.1585,0.66,0.75993,18.64617,0.8167,1.577,0.287,0.12,0.93426,1.1595,1.163,0.7183,0.7652,,1.17546,,5.19867,2.13577,4.55853,0.41399,0.1683,0.49829,,1.15692,,0.4786,2.6111,0.1768,,2.4271,2.96735,0.1181,,,0.1324,0.131,,3.91747,,4.49557,,0.7972,,0.248,,0.18769,0.22264,0.137,0.14355,5.3756,1.12553,,0.14473,0.8548
OTU159,0.432,2.1542,0.92522,0.91587,2.39819,1.57359,0.1672,1.68133,,,0.4765,7.9434,,2.28532,,0.534,1.1234,2.43229,2.45122,1.54314,1.11347,1.71662,,3.76,0.21351,1.36982,,3.19359,0.7893,1.29867,0.174,0.889,6.13873,0.11325,0.31126,,0.94659,0.4722,0.61886,0.94334,0.77887,,,0.718,0.1786,9.63122,,2.81182,1.32779,0.269,0.8183,,0.6768,3.7948,2.38666,2.5111,,0.42131,0.22786,0.42883,0.66,11.1139,4.4561,,1.9529,,2.3772,0.147,1.86952,0.4781,0.456,3.3336,3.5195,19.591,7.97917,,,4.41537,0.285,0.44954,11.88998,2.66878,0.36965,,,1.13241,0.54687,,,0.96973,0.87896,2.5941,0.3731,0.5162,3.25773,5.78139,6.41184,8.35178,3.56498,3.8325,,2.4939,4.16428,1.2599,,4.32422,0.8633,,,2.66757,0.3284,,1.17684,0.671,1.71762,0.74616,0.1646,9.199,0.1114,0.2882,0.976,0.2614,0.917,1.91574,1.4357,0.14146,1.2222,2.5384,0.7357,2.68855,0.57927,0.72646,4.171,8.2871,,,0.33543,2.321,0.25584,0.81746,0.3499,2.26218,3.9823,2.1792,1.68462,3.14469,,1.2,6.73488,2.85948,0.12,1.98543,,,0.9223,0.99184,0.238,,5.61663,8.1864,,1.3783,3.9176,1.21717,,2.54387,,0.42582,2.44721,1.84917,5.2962,,2.18695,2.63474
OTU160,0.2924,,,,,,0.327,,,,,,0.439,,0.14812,0.1484,,,,,,,0.1146,,0.8839,0.229,,,0.24252,,,,,,,0.266,,0.833,,,,0.218,0.115,,,,0.1357,,,0.3636,0.5244,,,,,,,,,,,,,1.29542,,0.21789,,,,,,,,,,0.42,0.1579,,,,,,,0.2828,0.4152,,0.698,0.4592,,,,,,,0.31499,,0.67822,,,,0.345,,,,,,,2.54856,,,,0.371,,4.00E-01,,,,,,0.21445,,,,,,0.7284,,,,,,,,,,,,,0.4653,0.3628,,,,,,,,0.69455,,,0.33191,,0.1955,0.84767,,,0.61855,,,,0.734,,,0.5978,0.562,,0.17212,,,,,0.664,,
OTU161,1.2988,0.168,0.1418,0.4493,0.7398,1.41487,0.32226,,,0.7267,0.57584,0.641,,0.1452,0.128,,0.1745,0.16391,0.4963,0.1819,,0.45449,0.47675,0.735,0.95,0.864,,0.2194,0.11852,0.319,0.16477,0.16154,,0.5663,0.2227,1.7524,0.24793,0.62646,0.573,0.56163,0.36678,4.84845,0.119,0.2978,0.17815,0.2666,,0.1853,0.5268,0.34668,0.68582,1.21429,,0.2435,0.1731,0.684,,0.163,0.1427,0.2373,,,0.4139,16.55161,0.21476,,0.34146,0.11162,0.7435,0.2135,,1.78879,0.625,,0.8527,,,0.13533,0.3864,0.27455,0.47175,0.5973,0.12419,,,0.1982,0.3496,0.6326,,0.1421,0.3878,0.542,0.58318,0.27185,0.52547,0.15958,,,0.162,0.419,0.7941,0.41799,0.13691,0.4184,,0.215,0.222,,0.4691,,0.443,0.33943,0.2533,,0.6887,0.17313,1.2875,0.352,0.39655,1.56828,1.3514,1.85379,0.356,0.1655,0.1292,0.3838,0.18616,0.6529,0.6773,0.12596,0.14969,0.65472,0.19581,,,,0.15757,0.1652,0.9625,0.27155,0.1268,0.1143,0.18222,0.3767,,0.581,,0.26221,0.6485,,0.14881,0.1792,,0.36358,0.614,0.25361,,0.23116,0.5478,,0.87195,0.4741,0.14554,0.25837,,0.4488,0.5475,0.18483,1.3783,0.1368,0.8271,,0.3478,0.41
OTU162,0.85,,,,0.171,0.166,,0.58,0.954,0.3272,0.1453,0.136,,0.973,0.51,,,0.19,,,0.11992,0.77,0.7271,0.7,,,0.1584,1.3727,,0.635,,0.3415,0.421,,0.2672,0.8731,,0.17522,,0.433,0.18,0.172,0.7778,,,0.3945,0.23224,0.5419,0.118,0.5475,0.4732,0.1,,0.32,0.1364,,0.586,,0.949,,0.6461,,0.4185,0.5474,0.3153,0.5827,,,,0.4355,,0.16169,,0.7686,,,,,,0.4452,,,0.8167,0.1675,,,0.7193,,0.1188,0.1554,,0.4647,,0.14739,,0.5,1.55338,,,0.274,,,0.4792,0.179,,0.6768,,0.27357,0.3448,0.761,,0.162,0.187,0.268,,0.73,0.1252,0.1397,0.178,0.174,0.5684,0.354,0.662,0.21998,,0.3573,0.7344,,,,0.131,0.1559,0.131,,,0.26869,0.7347,0.746,0.6422,0.5638,,0.43,0.22995,,0.745,,0.3484,0.6617,0.2624,0.8531,0.6676,,0.2778,0.226,0.593,,0.9695,0.8518,0.33,,0.2381,0.264,,0.225,,0.2544,,0.166,,,0.1183,0.1654,0.1455,0.9994
OTU163,0.1897,,,0.1147,,,,,0.1916,1.16571,,0.1464,0.4772,0.7559,1.5921,0.3458,0.43112,0.839,,0.1658,,,,0.2183,0.9459,3.82549,1.44881,1.49868,,0.3668,0.1289,0.942,0.8997,0.1334,,,,0.3374,,0.6158,0.4667,0.5382,,,,0.285,,0.21241,0.6616,,,0.474,0.316,0.369,,,0.14856,,0.41242,0.7664,,0.1657,0.22128,0.8477,0.94,0.45427,0.3555,,0.448,0.13985,0.38712,,0.5144,0.14753,0.7854,,,0.164,0.1539,0.9689,0.6342,0.135,,0.643,,,0.118,,,0.886,0.2666,,0.261,,0.2763,0.4574,0.95583,8.92158,,0.4221,,,0.31398,,,1.7656,,0.2442,,0.2896,0.23526,0.1742,,,0.32726,0.16433,0.3532,0.4124,0.178,0.3874,,0.6189,0.4219,0.23142,0.7656,0.52264,0.3916,,0.7118,0.2736,0.14681,0.9792,0.4598,0.3129,0.861,1.9588,,0.383,,0.282,0.2327,0.1991,,0.2314,0.2927,0.1939,0.265,,0.4878,0.1462,,0.9765,0.19228,0.2835,,0.4623,,,0.1465,0.2211,0.117,0.614,0.2968,,,0.996,0.5444,,0.2429,0.55699,0.18685,0.69,3.35146,
OTU164,,,,,,,,,,,,,,,0.792,,0.369,,,,,,,,,0.121,0.1726,,,,,,,,,,,,,,,,,,0.191,,,0.129,,,,,,,,,,,0.292,,,0.37,,,,,,,,,,,,,,,0.237,,,,,,,,,,,,,0.238,,,,,,,,,0.534,,,,,,,0.443,,,,,,,,0.14,0.39,,,,,,,,,0.1569,,0.467,,,,,0.483,,,,,,,0.53,,,,,,,,,,0.383,,,,,,0.121,,,,,,,0.485,0.228,,,0.659,,,,,,,,0.622,0.276
OTU165,0.348,0.3653,,,0.7686,0.22174,0.3352,,,,,,,,,,0.232,,,,0.4435,0.979,0.187,0.73,,,,,0.7876,,0.161,,0.2152,,,0.4152,,0.19734,0.514,0.14,0.646,,,,0.67,0.71,,0.872,0.7535,0.943,0.767,0.1528,0.524,,0.1233,,,,,,,,0.68,0.5675,0.3877,,0.1245,0.2989,,,,0.5687,,,0.1559,,,,0.434,,0.322,0.4518,,,0.49225,0.718,,0.1189,,,0.659,0.732,0.8496,0.4895,0.217,0.9,,,,,0.362,,,0.118,,,0.541,,,,,0.1941,0.462,,0.215,0.5524,,,0.679,0.1937,0.12977,0.26497,,,,,0.195,,0.4212,,,0.3286,0.1128,,0.1116,,0.888,,0.49,,,,0.641,0.854,,,0.1822,0.34353,0.1338,,0.7377,,0.158,0.4571,,0.1424,0.28827,0.144,0.3463,0.1475,,0.1622,,0.1531,,0.643,0.1994,,0.1659,,,,,
OTU166,0.15132,0.516,,0.3792,0.7829,0.15623,0.86,0.546,,,,,,0.911,,,0.2359,,,,0.7332,0.1954,,0.1696,,0.118,,,0.4584,0.381,0.2735,,0.36,0.774,,0.3593,,,0.12984,0.14179,0.3788,,,0.1426,0.246,0.463,,,0.4699,0.1522,0.3936,,0.3846,,,0.199,,,,,,,0.99,0.7475,,0.427,,0.3586,,,,0.593,0.516,0.3335,0.2359,,,0.1247,,0.2182,0.4755,,0.597,,0.7331,0.236,,0.2871,,,0.2737,,0.3324,0.11399,0.7792,0.3681,,,,,,,0.4787,,,0.28,0.563,,0.1896,0.1538,0.2122,0.1654,0.9563,,,0.224,0.2422,,0.5792,0.4364,0.2272,0.533,,,0.1415,,0.7218,,0.117,0.1619,,0.4872,,0.423,0.126,0.136,0.4759,0.4299,0.9899,,0.14691,0.1134,0.3155,0.141,,0.5972,0.1472,0.31621,0.344,,,0.1586,,,,0.6638,0.11998,0.5394,,,0.1391,0.35717,,0.1617,,0.1775,0.18816,0.1285,0.29641,0.371,0.1496,,0.81,
OTU167,6.71332,2.44727,0.8168,12.65846,4.9697,1.1727,0.981,0.1824,1.9376,1.99787,0.46114,,8.52978,6.55278,32.24743,5.15911,11.73665,0.64581,0.96,2.59169,3.52532,5.99671,5.15763,16.88991,2.66573,14.1598,24.7944,15.84249,2.63949,4.51767,3.898,1.972,6.6375,2.543,7.3497,0.61292,17.11348,3.61732,1.81615,3.9598,6.7279,,3.148,4.632,8.61723,11.3816,6.1581,0.296,4.3956,2.3195,12.6877,0.8237,16.2376,11.92994,15.1892,13.21942,0.728,5.31427,5.6183,17.62451,13.6726,0.177,18.8871,0.13,4.4737,23.57639,9.79186,4.42774,17.75924,6.75361,2.6461,6.688,15.72892,11.6546,18.585,0.15238,3.83977,11.52496,2.2128,2.2322,6.4252,4.7484,5.91835,2.29318,5.3734,1.576,1.9572,8.25652,4.3228,6.627,2.42311,11.98133,3.3123,9.529,13.12292,9.987,4.1124,36.2736,1.36147,14.23262,8.72254,17.18985,12.53625,4.42881,0.175,12.8171,3.66298,27.3593,17.3379,1.9147,11.76178,1.52,1.5629,0.16326,27.17231,16.74519,8.3443,17.494,11.6834,7.59476,5.25533,6.36451,4.84644,5.6966,15.73673,13.3747,9.46314,0.389,18.49269,7.36651,9.8212,14.8246,6.4717,17.48925,7.23362,0.495,6.79137,8.6141,9.3325,1.4364,15.15998,15.24241,1.75556,6.2496,2.1219,8.8156,0.5287,1.16811,4.75677,7.6486,8.36873,5.76334,,2.7689,8.9564,4.12277,5.72853,5.19225,3.469,1.85535,1.5199,13.34829,18.5188,3.9165,0.5666,5.56842,21.26841,12.35751,1.14486,11.68611,2.9656,2.3627,7.27994,1.4939
OTU168,,0.7828,,0.5,0.232,0.836,0.28,,,,,,,,,,,,,0.73,0.58324,,0.186,0.18,,,0.55,0.25,,,0.644,0.318,,,,0.4,0.196,0.9334,,0.4869,0.1884,0.92,,,,,,,0.1748,,,1.88169,,,,,,,0.612,,,,,0.63,0.234,,,,,,,0.534,,,,,,,,0.799,0.5254,0.1163,,,0.118,,,,0.57,,0.497,,,,0.1812,0.783,,,,,0.98,,,0.25122,,,,,,,,,0.511,,,0.13,0.552,,0.1619,0.4221,0.4,0.134,,,,,0.442,,0.928,,,,,,,,0.334,,,0.5928,,,,,,,,0.1167,0.151,,0.48,,0.264,0.6216,,,,,,0.3512,,,,0.522,,,,,0.2454,,,,,
OTU169,0.515,,0.31,,,0.2765,,,,,,,,,,,,,,,0.244,0.38,,0.366,,,,0.22,,,,,,,,,,,0.285,,,,,,,,,,,,,,,,,0.3288,,,,,,,0.539,,,,,,0.112,0.121,,0.3626,0.141,,0.33,,,,0.572,,0.1734,,,,,0.381,,,,,,0.246,,,0.17,0.432,,,,,,0.1459,,,,,,,0.2244,0.2916,0.429,,,,,,,,,0.41,,0.132,,,,,,,,0.113,,,,,,,,,0.2831,,0.1115,,,,,0.1675,,,,,,,,,0.585,,0.895,0.1521,,0.84,,,,0.733,,0.266,,,,0.193,,,,
OTU170,0.449,,0.7276,6.5811,0.1351,3.5431,,,,0.46937,5.98885,0.6,,0.5884,0.3,0.443,5.91218,0.368,2.75152,0.59487,9.96511,8.9981,,2.8124,0.2296,0.36285,,0.56,0.51325,,0.32245,1.358,2.7843,,,0.8557,0.79892,0.968,1.34476,3.1648,0.2287,25.64817,0.8141,1.2955,0.285,3.98952,,7.5558,2.2253,3.74487,0.24359,,2.87255,0.75246,,15.6859,,,0.14,2.14328,,,0.981,,0.7916,,1.65346,0.4317,12.39939,4.6133,,,0.1669,15.88517,0.9251,,,1.1448,0.9999,0.376,,6.61777,,0.293,,0.29,3.7364,3.16928,,,2.14992,3.99243,0.545,1.66896,1.92462,5.17663,0.3552,,,0.148,1.6616,0.75159,0.28689,1.7623,,0.81814,2.1647,,1.75465,1.2475,2.87819,,2.212,0.939,0.62,0.71,0.595,13.95812,4.41831,0.373,,,0.3625,2.58621,1.46651,1.8911,0.589,2.7799,1.11145,,0.13983,1.8153,,,3.27463,,0.83444,0.2213,1.17196,4.54113,2.31582,0.139,0.9313,0.561,0.3822,2.38216,1.92176,2.71299,,7.4567,,,5.59384,0.1117,1.57355,,7.46629,0.364,0.67,,,1.35313,,0.12945,,0.5936,0.95899,0.7978,1.9778,0.27,1.69435,,0.55569,3.3143
OTU171,,,0.7571,,0.11515,0.1431,,,,,0.1882,,,0.37252,,,0.17694,,,,0.9885,2.21459,,0.3791,0.11344,0.18227,,,,0.447,0.3152,0.2424,,0.138,,,0.11714,0.93923,0.1852,,,,,0.98724,,0.21498,,,0.7364,0.4679,0.138,,0.3898,,,2.64347,,0.97825,0.91,0.47355,,,2.36991,0.43661,,,,0.6162,0.21931,0.19224,,3.53592,0.955,,0.1638,,,0.7299,0.24357,0.28982,,0.126,,,,0.676,,,,,,,,,0.8855,,,,,0.3758,,0.398,1.4761,0.7473,,0.6334,0.383,,0.1799,0.54231,0.2168,,0.539,,,0.25871,0.5589,,,0.446,0.7226,0.23474,,,0.3249,0.9444,0.4729,,,1.34212,0.41766,1.7568,,,,,0.57989,,0.28739,0.1573,1.97329,0.24253,,0.82347,,0.1567,,,0.71721,,,1.58749,,,0.34531,0.856,,0.1288,,,,0.13454,,0.1554,,0.8997,0.3574,2.19115,,,,,0.4148,
OTU172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU173,0.2286,,,,,0.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,0.226,,,,,,,,,,,,,,0.1469,,,,,,,,,,,,,,,,,,,,,0.277,0.17,,,,,,0.55,0.158,,,,,,0.66,,,,,,,,,,,,,,0.26,,,,,,,,,0.89,,,,,,,0.41,,,,,,,,,,,0.147,0.86,,,,,,0.119,,0.14,,,,0.3,,,,
OTU174,,0.77353,0.14248,,1.49487,,,,,,0.1742,,,0.3241,,,1.63445,,,0.61791,0.457,,,0.76153,0.6555,3.25344,,,0.5149,0.15257,0.2926,,1.29284,0.48756,0.65827,,,2.98552,,1.2849,0.322,,,0.32768,,,,,1.15446,0.7375,0.25558,,0.66656,1.74348,0.51174,,,,,0.3715,,,,,,,0.2448,,,1.14177,,,,0.9598,,,,,0.3152,,0.7524,1.13452,,0.174,,,2.51651,,0.68394,0.862,,,0.2482,,0.32644,1.23313,,2.2721,3.3837,,,,0.6597,0.8246,,2.5819,0.3825,,0.7322,0.78831,0.3369,,0.34358,,,,,1.4896,0.739,2.78468,,2.7917,0.67414,0.712,,4.1743,,,,0.11713,0.2856,,,,,,0.29619,2.29422,0.31227,1.79414,1.5341,1.2262,,0.99,,0.3773,,,2.95148,,,,,,1.15195,,0.5475,,,,,0.9662,,0.6888,,0.8289,,,,,,,,
OTU175,,0.22796,,0.1488,0.5378,0.62924,,,,,,,,,1.69899,,1.3411,0.15864,1.12272,,6.38358,0.52128,0.6386,0.28899,,0.37324,,0.24834,,,,0.58172,0.3874,0.3436,1.55562,,0.44871,,,0.28179,,,,,,0.38836,,,0.74375,0.2494,0.3725,,,,0.66699,,,,,,,3.8237,,,0.34858,,,,,,,,0.21147,,0.75654,,,,,0.17868,,0.56568,,,,,0.499,,,,,,,1.4146,,0.28682,,,,0.5723,1.6637,0.79711,,0.8666,,1.6285,0.5192,,,,0.31145,,1.6149,4.5711,2.8977,0.55229,,3.1491,1.32363,0.73224,0.23218,1.149,0.14853,1.71717,1.81754,5.997,0.3486,0.34134,0.66614,0.5164,1.69381,0.52661,,,,1.27867,0.6151,1.53578,,,0.4853,0.8769,,0.35761,,0.5752,,,,,0.416,,,1.8677,,0.7224,0.33978,,,1.3913,,1.3179,,,,,,,1.11298,,0.27567,,2.945,0.5468
OTU176,1.8353,2.2662,0.78342,0.5811,1.29211,0.64718,1.1546,2.22395,0.12825,0.753,2.21692,0.3916,0.1333,0.48417,1.72486,0.954,0.16978,0.16622,0.2646,0.91788,1.744,0.44243,2.57385,0.9558,0.2843,0.32978,0.247,3.24357,3.688,0.61971,0.75782,0.66264,0.81512,0.26172,1.11223,0.8564,0.84781,2.57667,1.77943,2.353,1.12151,0.3792,0.85542,3.53838,1.58689,0.1997,0.2621,1.1173,8.411,2.41525,2.9529,4.1194,1.75946,5.561,4.7175,0.5434,,0.2315,0.24442,1.85894,0.87215,0.29618,1.5944,1.9861,0.48343,1.85311,0.81312,1.67993,0.636,9.96338,0.112,3.64271,2.9787,0.46863,0.98918,0.1684,2.2726,3.227,3.6675,3.6986,0.67179,0.89222,0.696,0.5755,0.41817,0.519,0.9173,0.6729,1.9242,0.5331,1.43284,1.5252,1.1561,3.11651,5.37564,1.42345,0.1461,2.14787,0.1189,0.81593,0.5838,0.96317,0.75625,0.59329,0.131,0.64661,0.76811,0.7398,0.45422,5.8291,0.16688,0.835,3.4379,0.869,0.14727,1.8955,1.59535,0.4141,2.51814,1.32928,0.53766,1.99813,0.46726,0.483,0.41154,3.94818,3.97293,0.67388,3.433,0.48232,0.14894,3.83962,0.32873,3.1739,0.82763,1.8364,1.5292,0.12614,3.9982,0.2351,1.44772,2.16367,0.817,3.33183,0.3848,3.46356,1.1529,1.28486,0.9313,0.64693,0.34598,0.38789,0.71523,1.13552,1.88,11.4253,1.3366,3.38355,0.17836,0.8784,0.49942,0.35657,1.7315,6.47842,0.2263,2.54714,0.35141,0.28976,1.53157,0.21686,0.6156,0.24188,0.37783,0.51524
